x,y,z
0,0,0,0,0
2461.666,5397.817,5191.03,4320.359,4388.395
2529.906,5110.551,5211.348,4286.738,4527.697
2529.906,5110.551,5211.348,4286.738,4527.697
2529.906,5110.551,5211.348,4286.738,4527.697
2529.906,5110.551,5211.348,4286.738,4527.697
2529.906,5110.551,5211.348,4286.738,4527.697
2529.906,5110.551,5211.348,4286.738,4527.697
2529.906,5110.551,5211.348,4286.738,4527.697
2529.906,5110.551,5211.348,4286.738,4527.697
2529.906,5110.551,5211.348,4286.738,4527.697
2529.906,5110.551,5211.348,4286.738,4527.697
2529.906,5110.551,5211.348,4286.738,4527.697
2529.906,5110.551,5211.348,4286.738,4527.697
2529.906,5110.551,5211.348,4286.738,4527.697
2529.906,5110.551,5211.348,4286.738,4527.697
2529.906,5110.551,5211.348,4286.738,4527.697
2529.906,5110.551,5211.348,4286.738,4527.697
2529.906,5110.551,5211.348,4286.738,4527.697
2520.043,5150.633,5211.348,4354.244,4689.705
2520.043,5150.633,5211.348,4354.244,4689.705
2520.043,5150.633,5211.348,4354.244,4689.705
2520.043,5150.633,5211.348,4354.244,4689.705
2520.043,5150.633,5211.348,4354.244,4689.705
2520.043,5150.633,5211.348,4354.244,4689.705
2520.043,5150.633,5211.348,4354.244,4689.705
2520.043,5150.633,5211.348,4354.244,4689.705
2520.043,5150.633,5211.348,4354.244,4689.705
2520.043,5150.633,5211.348,4354.244,4689.705
2520.043,5150.633,5211.348,4354.244,4689.705
2520.043,5150.633,5211.348,4354.244,4689.705
2520.043,5150.633,5211.348,4354.244,4689.705
2520.043,5150.633,5211.348,4354.244,4689.705
2539.808,5272.777,5231.744,4371.286,4671.422
2539.808,5272.777,5231.744,4371.286,4671.422
2539.808,5272.777,5231.744,4371.286,4671.422
2539.808,5272.777,5231.744,4371.286,4671.422
2539.808,5272.777,5231.744,4371.286,4671.422
2539.808,5272.777,5231.744,4371.286,4671.422
2539.808,5272.777,5231.744,4371.286,4671.422
2539.808,5272.777,5231.744,4371.286,4671.422
2539.808,5272.777,5231.744,4371.286,4671.422
2539.808,5272.777,5231.744,4371.286,4671.422
2539.808,5272.777,5231.744,4371.286,4671.422
2539.808,5272.777,5231.744,4371.286,4671.422
2539.808,5272.777,5231.744,4371.286,4671.422
2539.808,5272.777,5231.744,4371.286,4671.422
2549.749,5418.944,5334.931,4320.359,4405.57
2549.749,5418.944,5334.931,4320.359,4405.57
2549.749,5418.944,5334.931,4320.359,4405.57
2549.749,5418.944,5334.931,4320.359,4405.57
2549.749,5418.944,5334.931,4320.359,4405.57
2549.749,5418.944,5334.931,4320.359,4405.57
2549.749,5418.944,5334.931,4320.359,4405.57
2549.749,5418.944,5334.931,4320.359,4405.57
2549.749,5418.944,5334.931,4320.359,4405.57
2549.749,5418.944,5334.931,4320.359,4405.57
2549.749,5418.944,5334.931,4320.359,4405.57
2549.749,5418.944,5334.931,4320.359,4405.57
2549.749,5418.944,5334.931,4320.359,4405.57
2549.749,5418.944,5334.931,4320.359,4405.57
2539.808,5418.944,5272.777,4337.268,4744.986
2539.808,5418.944,5272.777,4337.268,4744.986
2539.808,5418.944,5272.777,4337.268,4744.986
2539.808,5418.944,5272.777,4337.268,4744.986
2539.808,5418.944,5272.777,4337.268,4744.986
