x,y,z
0,0,0
19.6588,-53.9784,52.2291
19.6588,-53.9784,52.2291
19.6588,-53.9784,52.2291
21.4914,-57.6436,52.479
21.4914,-57.6436,52.479
21.4914,-57.6436,52.479
21.4914,-57.6436,52.479
21.4914,-57.6436,52.479
21.4914,-57.6436,52.479
21.4914,-57.6436,52.479
21.4914,-57.6436,52.479
21.4914,-57.6436,52.479
21.4914,-57.6436,52.479
21.4914,-57.6436,52.479
21.4914,-57.6436,52.479
21.4914,-57.6436,52.479
21.4914,-57.6436,52.479
20.0753,-55.4778,53.1454
20.0753,-55.4778,53.1454
20.0753,-55.4778,53.1454
20.0753,-55.4778,53.1454
20.0753,-55.4778,53.1454
20.0753,-55.4778,53.1454
20.0753,-55.4778,53.1454
20.0753,-55.4778,53.1454
20.0753,-55.4778,53.1454
20.0753,-55.4778,53.1454
20.0753,-55.4778,53.1454
20.0753,-55.4778,53.1454
22.1578,-55.0613,53.8118
22.1578,-55.0613,53.8118
22.1578,-55.0613,53.8118
22.1578,-55.0613,53.8118
22.1578,-55.0613,53.8118
22.1578,-55.0613,53.8118
22.1578,-55.0613,53.8118
22.1578,-55.0613,53.8118
22.1578,-55.0613,53.8118
22.1578,-55.0613,53.8118
22.1578,-55.0613,53.8118
21.4914,-57.0605,53.1454
21.4914,-57.0605,53.1454
21.4914,-57.0605,53.1454
21.4914,-57.0605,53.1454
21.4914,-57.0605,53.1454
21.4914,-57.0605,53.1454
21.4914,-57.0605,53.1454
21.4914,-57.0605,53.1454
21.4914,-57.0605,53.1454
21.4914,-57.0605,53.1454
21.4914,-57.0605,53.1454
21.4914,-57.0605,53.1454
21.4914,-57.0605,53.1454
21.4914,-57.0605,53.1454
21.4914,-57.0605,53.1454
22.5743,-52.8955,54.3949
22.5743,-52.8955,54.3949
22.5743,-52.8955,54.3949
22.5743,-52.8955,54.3949
22.5743,-52.8955,54.3949
22.5743,-52.8955,54.3949
22.5743,-52.8955,54.3949
22.5743,-52.8955,54.3949
22.5743,-52.8955,54.3949
22.5743,-52.8955,54.3949
22.5743,-52.8955,54.3949
22.5743,-52.8955,54.3949
22.5743,-52.8955,54.3949
19.8254,-55.9776,52.8955
19.8254,-55.9776,52.8955
19.8254,-55.9776,52.8955
19.8254,-55.9776,52.8955
19.8254,-55.9776,52.8955
19.8254,-55.9776,52.8955
19.8254,-55.9776,52.8955
19.8254,-55.9776,52.8955
19.8254,-55.9776,52.8955
19.8254,-55.9776,52.8955
19.8254,-55.9776,52.8955
19.8254,-55.9776,52.8955
20.6584,-57.8935,50.9796
20.6584,-57.8935,50.9796
20.6584,-57.8935,50.9796
20.6584,-57.8935,50.9796
20.6584,-57.8935,50.9796
20.6584,-57.8935,50.9796
20.6584,-57.8935,50.9796
20.6584,-57.8935,50.9796
20.6584,-57.8935,50.9796
20.6584,-57.8935,50.9796
20.6584,-57.8935,50.9796
20.6584,-57.8935,50.9796
20.6584,-57.8935,50.9796
20.6584,-57.8935,50.9796
20.6584,-57.8935,50.9796
21.3248,-54.3949,53.9784
21.3248,-54.3949,53.9784
21.3248,-54.3949,53.9784
21.3248,-54.3949,53.9784
21.3248,-54.3949,53.9784
21.3248,-54.3949,53.9784
21.3248,-54.3949,53.9784
21.3248,-54.3949,53.9784
21.3248,-54.3949,53.9784
21.3248,-54.3949,53.9784
21.3248,-54.3949,53.9784
21.3248,-54.3949,53.9784
21.3248,-54.3949,53.9784
21.3248,-54.3949,53.9784
21.3248,-54.3949,53.9784
21.3248,-54.3949,53.9784
17.2431,-57.2271,55.6444
17.2431,-57.2271,55.6444
17.2431,-57.2271,55.6444
17.2431,-57.2271,55.6444
17.2431,-57.2271,55.6444
17.2431,-57.2271,55.6444
17.2431,-57.2271,55.6444
17.2431,-57.2271,55.6444
17.2431,-57.2271,55.6444
22.5743,-54.3949,52.0625
22.5743,-54.3949,52.0625
22.5743,-54.3949,52.0625
22.5743,-54.3949,52.0625
22.5743,-54.3949,52.0625
22.5743,-54.3949,52.0625
22.5743,-54.3949,52.0625
22.5743,-54.3949,52.0625
22.5743,-54.3949,52.0625
22.5743,-54.3949,52.0625
22.5743,-54.3949,52.0625
22.5743,-54.3949,52.0625
