x,y,z
0,0,0
0,0,0
0,0,0
0.005682831,0.01256055,0
0.005682831,0.01256055,0
0.005682831,0.01256055,0
0.005682831,0.01256055,0
0.005698149,0.0125418,0
0.005698149,0.0125418,0
0.005698149,0.0125418,0
0.005698149,0.0125418,0
0.005698149,0.0125418,0
0.005726764,0.01252668,0
0.005726764,0.01252668,0
0.005726764,0.01252668,0
0.005755182,0.0125426,0
0.005755182,0.0125426,0
1.732673E-05,-3.917463E-06,0
1.732673E-05,-3.917463E-06,0
1.732673E-05,-3.917463E-06,0
1.732673E-05,-3.917463E-06,0
1.732673E-05,-3.917463E-06,0
1.732673E-05,-3.917463E-06,0
1.732673E-05,-3.917463E-06,0
1.732673E-05,-3.917463E-06,0
1.732673E-05,-3.917463E-06,0
1.732673E-05,-3.917463E-06,0
1.732673E-05,-3.917463E-06,0
1.732673E-05,-3.917463E-06,0
-2.270012E-06,8.08095E-05,0
-2.270012E-06,8.08095E-05,0
-2.270012E-06,8.08095E-05,0
-2.270012E-06,8.08095E-05,0
-2.270012E-06,8.08095E-05,0
-3.81149E-05,4.522343E-05,0
-3.81149E-05,4.522343E-05,0
-3.81149E-05,4.522343E-05,0
-3.81149E-05,4.522343E-05,0
-2.191169E-05,2.006002E-05,0
-2.191169E-05,2.006002E-05,0
-2.191169E-05,2.006002E-05,0
-2.273984E-05,3.194812E-05,0
-2.273984E-05,3.194812E-05,0
-2.273984E-05,3.194812E-05,0
-2.273984E-05,3.194812E-05,0
-2.273984E-05,3.194812E-05,0
8.424279E-06,-1.221901E-05,0
8.424279E-06,-1.221901E-05,0
8.424279E-06,-1.221901E-05,0
8.424279E-06,-1.221901E-05,0
0.0001013428,1.920917E-05,0
0.0001013428,1.920917E-05,0
0.0001013428,1.920917E-05,0
0.0001013428,1.920917E-05,0
0.0001013428,1.920917E-05,0
0.0001448404,4.293296E-05,0
0.0001448404,4.293296E-05,0
0.0001448404,4.293296E-05,0
0.0001448404,4.293296E-05,0
0.0001448404,4.293296E-05,0
0.0002431845,0.0001793185,0
0.0002431845,0.0001793185,0
0.0002431845,0.0001793185,0
0.0002431845,0.0001793185,0
0.0002431845,0.0001793185,0
