2877,979;2539,808;3567,74;3160,842;2017,017;0
2811,311;2539,808;3351,581;3099,706;2032,837;0
2811,311;2539,808;3351,581;3099,706;2032,837;0
2811,311;2539,808;3351,581;3099,706;2032,837;0
2811,311;2539,808;3351,581;3099,706;2032,837;0
2811,311;2539,808;3351,581;3099,706;2032,837;0
2811,311;2539,808;3351,581;3099,706;2032,837;0
2767,726;2549,749;3004,338;3027,901;2040,793;0
2767,726;2549,749;3004,338;3027,901;2040,793;0
2767,726;2549,749;3004,338;3027,901;2040,793;0
2767,726;2549,749;3004,338;3027,901;2040,793;0
2811,311;2600,038;2969,336;3027,901;2009,153;0
2811,311;2600,038;2969,336;3027,901;2009,153;0
2811,311;2600,038;2969,336;3027,901;2009,153;0
2811,311;2600,038;2969,336;3027,901;2009,153;0
2811,311;2600,038;2969,336;3027,901;2009,153;0
2811,311;2600,038;2969,336;3027,901;2009,153;0
2811,311;2600,038;2969,336;3027,901;2009,153;0
2811,311;2600,038;2969,336;3027,901;2009,153;0
2811,311;2600,038;2969,336;3027,901;2009,153;0
2811,311;2600,038;2969,336;3027,901;2009,153;0
2811,311;2600,038;2969,336;3027,901;2009,153;0
2811,311;2600,038;2969,336;3027,901;2009,153;0
2811,311;2600,038;2969,336;3027,901;2009,153;0
2811,311;2600,038;2969,336;3027,901;2009,153;0
2811,311;2600,038;2969,336;3027,901;2009,153;0
2811,311;2600,038;2969,336;3027,901;2009,153;0
2811,311;2630,686;3027,901;3087,621;1970,293;0
2811,311;2630,686;3027,901;3087,621;1970,293;0
2811,311;2630,686;3027,901;3087,621;1970,293;0
2811,311;2630,686;3027,901;3087,621;1970,293;0
2811,311;2630,686;3027,901;3087,621;1970,293;0
2811,311;2630,686;3027,901;3087,621;1970,293;0
2811,311;2630,686;3027,901;3087,621;1970,293;0
2811,311;2630,686;3027,901;3087,621;1970,293;0
2833,361;2620,43;3099,706;3099,706;2017,017;0
2833,361;2620,43;3099,706;3099,706;2017,017;0
2833,361;2620,43;3099,706;3099,706;2017,017;0
2811,311;2559,728;3063,593;3039,752;2081,044;0
2811,311;2559,728;3063,593;3039,752;2081,044;0
2811,311;2559,728;3063,593;3039,752;2081,044;0
2811,311;2559,728;3063,593;3039,752;2081,044;0
2811,311;2559,728;3063,593;3039,752;2081,044;0
2811,311;2559,728;3063,593;3039,752;2081,044;0
2811,311;2559,728;3063,593;3039,752;2081,044;0
2866,759;2549,749;3148,519;3027,901;2089,189;0
2866,759;2549,749;3148,519;3027,901;2089,189;0
2866,759;2549,749;3148,519;3027,901;2089,189;0
2866,759;2549,749;3148,519;3027,901;2089,189;0
2889,244;2559,728;3299,62;3148,519;2081,044;0
2889,244;2559,728;3299,62;3148,519;2081,044;0
2889,244;2559,728;3299,62;3148,519;2081,044;0
2889,244;2559,728;3299,62;3148,519;2081,044;0
2889,244;2559,728;3299,62;3148,519;2081,044;0
2889,244;2559,728;3299,62;3148,519;2081,044;0
2889,244;2559,728;3299,62;3148,519;2081,044;0
2889,244;2559,728;3299,62;3148,519;2081,044;0
2911,904;2600,038;3364,699;3111,838;2009,153;0
2911,904;2600,038;3364,699;3111,838;2009,153;0
2911,904;2600,038;3364,699;3111,838;2009,153;0
2911,904;2600,038;3364,699;3111,838;2009,153;0
2911,904;2600,038;3364,699;3111,838;2009,153;0
2911,904;2600,038;3364,699;3111,838;2009,153;0
2911,904;2600,038;3364,699;3111,838;2009,153;0
2866,759;2549,749;3417,685;3039,752;2072,931;0
2866,759;2549,749;3417,685;3039,752;2072,931;0
2866,759;2549,749;3417,685;3039,752;2072,931;0
2866,759;2549,749;3417,685;3039,752;2072,931;0
2889,244;2539,808;3512,427;3124,017;2081,044;0
2889,244;2539,808;3512,427;3124,017;2081,044;0
2889,244;2539,808;3512,427;3124,017;2081,044;0
2889,244;2539,808;3512,427;3124,017;2081,044;0
2889,244;2539,808;3512,427;3124,017;2081,044;0
2889,244;2539,808;3512,427;3124,017;2081,044;0
2811,311;2559,728;3595,722;3124,017;2081,044;0
2811,311;2559,728;3595,722;3124,017;2081,044;0
2811,311;2559,728;3595,722;3124,017;2081,044;0
2811,311;2559,728;3595,722;3124,017;2081,044;0
2811,311;2559,728;3595,722;3124,017;2081,044;0
2811,311;2559,728;3595,722;3124,017;2081,044;0
2811,311;2559,728;3595,722;3124,017;2081,044;0
2833,361;2569,746;3652,346;3051,649;2097,366;0
2833,361;2569,746;3652,346;3051,649;2097,366;0
2833,361;2569,746;3652,346;3051,649;2097,366;0
2833,361;2569,746;3652,346;3051,649;2097,366;0
2844,45;2579,804;3652,346;3099,706;2032,837;0
2844,45;2579,804;3652,346;3099,706;2032,837;0
2844,45;2579,804;3652,346;3099,706;2032,837;0
2844,45;2579,804;3652,346;3099,706;2032,837;0
2844,45;2579,804;3652,346;3099,706;2032,837;0
2844,45;2579,804;3652,346;3099,706;2032,837;0
2844,45;2579,804;3652,346;3099,706;2032,837;0
2822,314;2630,686;3652,346;3136,244;2097,366;0
2822,314;2630,686;3652,346;3136,244;2097,366;0
2822,314;2630,686;3652,346;3136,244;2097,366;0
2822,314;2630,686;3652,346;3136,244;2097,366;0
2822,314;2630,686;3652,346;3136,244;2097,366;0
2822,314;2630,686;3652,346;3136,244;2097,366;0
2822,314;2630,686;3652,346;3136,244;2097,366;0
2822,314;2630,686;3652,346;3136,244;2097,366;0
2855,583;2651,319;3666,641;3136,244;2089,189;0
2855,583;2651,319;3666,641;3136,244;2089,189;0
2855,583;2651,319;3666,641;3136,244;2089,189;0
2855,583;2651,319;3666,641;3136,244;2089,189;0
2855,583;2651,319;3666,641;3136,244;2089,189;0
2855,583;2661,696;3666,641;3136,244;2064,849;0
2855,583;2661,696;3666,641;3136,244;2064,849;0
2855,583;2661,696;3666,641;3136,244;2064,849;0
2855,583;2661,696;3666,641;3136,244;2064,849;0
2923,301;2661,696;3680,992;3136,244;2048,781;0
2923,301;2661,696;3680,992;3136,244;2048,781;0
2923,301;2661,696;3680,992;3136,244;2048,781;0
2923,301;2661,696;3680,992;3136,244;2048,781;0
2911,904;2651,319;3680,992;3124,017;2048,781;0
2911,904;2651,319;3680,992;3124,017;2048,781;0
2911,904;2651,319;3680,992;3124,017;2048,781;0
2911,904;2651,319;3680,992;3124,017;2048,781;0
2833,361;2589,901;3680,992;3087,621;2048,781;0
2833,361;2589,901;3680,992;3087,621;2048,781;0
2833,361;2589,901;3680,992;3087,621;2048,781;0
2833,361;2589,901;3680,992;3087,621;2048,781;0
2833,361;2589,901;3680,992;3087,621;2048,781;0
2934,742;2600,038;3666,641;3198,101;2081,044;0
2934,742;2600,038;3666,641;3198,101;2081,044;0
2934,742;2600,038;3666,641;3198,101;2081,044;0
2923,301;2610,214;3553,83;3087,621;2056,799;0
2923,301;2610,214;3553,83;3087,621;2056,799;0
2923,301;2610,214;3553,83;3087,621;2056,799;0
2923,301;2610,214;3553,83;3087,621;2056,799;0
2923,301;2610,214;3553,83;3087,621;2056,799;0
2923,301;2610,214;3553,83;3087,621;2056,799;0
2923,301;2610,214;3553,83;3087,621;2056,799;0
2844,45;2672,114;3567,74;3075,584;2056,799;0
2844,45;2672,114;3567,74;3075,584;2056,799;0
2844,45;2672,114;3567,74;3075,584;2056,799;0
2844,45;2672,114;3567,74;3075,584;2056,799;0
2833,361;2651,319;3444,49;3173,213;2064,849;0
2833,361;2651,319;3444,49;3173,213;2064,849;0
2833,361;2610,214;3404,361;3051,649;2113,816;0
2833,361;2610,214;3404,361;3051,649;2113,816;0
2833,361;2610,214;3404,361;3051,649;2113,816;0
2833,361;2610,214;3404,361;3051,649;2113,816;0
2855,583;2672,114;3471,506;3148,519;2089,189;0
2855,583;2672,114;3471,506;3148,519;2089,189;0
2855,583;2672,114;3471,506;3148,519;2089,189;0
2855,583;2672,114;3471,506;3148,519;2089,189;0
2900,552;2661,696;3553,83;3210,618;2048,781;0
2900,552;2661,696;3553,83;3210,618;2048,781;0
2900,552;2661,696;3553,83;3210,618;2048,781;0
2900,552;2661,696;3553,83;3210,618;2048,781;0
2900,552;2661,696;3553,83;3210,618;2048,781;0
2833,361;2600,038;3638,107;3111,838;2056,799;0
2833,361;2600,038;3638,107;3111,838;2056,799;0
2833,361;2600,038;3638,107;3111,838;2056,799;0
2833,361;2600,038;3638,107;3111,838;2056,799;0
2934,742;2620,43;3680,992;3075,584;2064,849;0
2934,742;2620,43;3680,992;3075,584;2064,849;0
2934,742;2620,43;3680,992;3075,584;2064,849;0
2934,742;2620,43;3680,992;3075,584;2064,849;0
2946,229;2600,038;3680,992;3210,618;2056,799;0
2946,229;2600,038;3680,992;3210,618;2056,799;0
2946,229;2600,038;3680,992;3210,618;2056,799;0
2946,229;2600,038;3680,992;3210,618;2056,799;0
2946,229;2600,038;3680,992;3210,618;2056,799;0
